1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.),16 - Latitude (decimal),17 - Longitude (decimal),34 - Skew Angle (degrees),48 - Length of Maximum Span (ft.)
41,Oregon,09702 064 00951,State Highway Agency,5,Clackamas County,55200,55200,Oregon City city,1972,96436,Concrete Continuous,Box Beam or Girders - Multiple,3,213.9,Main St                 ,Hwy 064           ,Fair,51,27931.9,45.366814,-122.59664,37,103
41,Oregon,08173B001 19839,State Highway Agency,39,Lane County,0,0,No Place Code,1960,72,Prestressed Concrete,Stringer/Multi-beam or Girder,4,238.8,I-5 (HWY 001)           ,REED SERVICE RD   ,Fair,63,5955.5,44.12631,-123.04916,0,76.4
41,Oregon,09865 01E 01179,State Highway Agency,5,Clackamas County,55200,55200,Oregon City city,1971,31727,Steel,Culvert,1,22,Abernethy Creek         ,OR 99E(Hwy 81)    ,Fair,52,1052.9,45.3646,-122.6009,99,22
41,Oregon,09403R064C00930,State Highway Agency,5,Clackamas County,55200,55200,Oregon City city,1970,48218,Steel,Stringer/Multi-beam or Girder,1,72.2,Hwy 81 (OR99E)          ,I-205 (HWY 064) CO,Fair,53,1989.2,45.365307,-122.600365,0,72.2
41,Oregon,01986A035 07413,State Highway Agency,19,Douglas County,83400,83400,Winston city,1976,17812,Concrete Continuous,Slab,3,109.9,S. UMPQUA OFLOW         ,OR 42 (HWY 035)   ,Fair,47,10998,43.130943,-123.404175,31,44
41,Oregon,04231A016 01406,State Highway Agency,43,Linn County,41650,41650,Lebanon city,1961,18692,Prestressed Concrete,Slab,3,54.1,Mt. States Power Canal  ,US 20 (Hwy 16)    ,Fair,62,4120.4,44.52775,-122.90709,0,18
41,Oregon,02135A068 00967,State Highway Agency,5,Clackamas County,0,0,No Place Code,1941,32442,Concrete Continuous,Tee Beam,4,210,Mt Scott Creek & UPRR   ,Hwy 068           ,Fair,82,16188.9,45.426327,-122.57792,31,74.1
41,Oregon,07627B001 13325,State Highway Agency,19,Douglas County,0,0,No Place Code,1954,13834,Concrete Continuous,Slab,3,87.9,ROGERS RD CONN          ,I-5 (HWY 001) NB  ,Fair,69,3577.1,43.341194,-123.331505,0,34.1
41,Oregon,07627A001 13325,State Highway Agency,19,Douglas County,0,0,No Place Code,1965,13834,Concrete Continuous,Slab,3,120.1,ROGERS RD CONN          ,I-5 (HWY 001) SB  ,Fair,58,5003.3,43.34133,-123.331825,0,47.9
41,Oregon,07073 016 01356,State Highway Agency,43,Linn County,41650,41650,Lebanon city,1947,6784,Concrete Continuous,Tee Beam,3,74.1,Lebanon Ditch           ,US 20 (HWY 16) WB ,Fair,76,2894.8,44.535854,-122.90557,0,44
41,Oregon,16267 069 01166,State Highway Agency,39,Lane County,23850,23850,Eugene city,1977,50345,Prestressed Concrete,Box Beam or Girders - Multiple,1,120.1,COBURG ROAD             ,HWY 69            ,Fair,46,10715.7,44.087643,-123.06771,4,120.1
41,Oregon,00578A016 01355,State Highway Agency,43,Linn County,41650,41650,Lebanon city,1921,15212,Prestressed Concrete,Stringer/Multi-beam or Girder,1,40,Lebanon Ditch           ,US 20 (HWY 16) EB ,Poor,102,2074.8,44.534958,-122.90705,22,40
41,Oregon,01618A01E 01138,State Highway Agency,5,Clackamas County,55200,55200,Oregon City city,1990,31727,Prestressed Concrete,Stringer/Multi-beam or Girder,1,103,Clarkamette Park        ,OR 99E(HWY 81)CO  ,Fair,33,10714.2,45.370365,-122.60118,0,103
41,Oregon,13541 064 01722,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1974,65631,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,4,328.1,Johnson Creek           ,Hwy 064 NB        ,Fair,49,24757,45.468555,-122.56549,11,98.1
41,Oregon,09713 064 01587,State Highway Agency,5,Clackamas County,0,0,No Place Code,1974,5366,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,419.9,Hwy 064                 ,Otty Rd           ,Fair,49,24937.8,45.45137,-122.572266,14,166
41,Oregon,13541A064 01722,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1974,65631,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,4,328.1,Johnson Creek           ,Hwy 064 SB        ,Fair,49,24757,45.46858,-122.56594,11,98.1
41,Oregon,01617 01E 01120,State Highway Agency,5,Clackamas County,29000,29000,Gladstone city,1933,33416,Steel,Arch - Thru,3,730.3,CLACKAMAS RIVER         ,OR 99E(HWY 001E)  ,Fair,90,44087.2,45.37316,-122.60152,0,242.1
41,Oregon,08172 001 19915,State Highway Agency,39,Lane County,0,14400,Coburg city,1960,1884,Prestressed Concrete,Stringer/Multi-beam or Girder,4,238.8,I-5 (HWY 001)           ,VAN DUYN ROAD     ,Fair,63,8306.3,44.137085,-123.051926,12,76.4
41,Oregon,02732 01E 01222,State Highway Agency,5,Clackamas County,55200,55200,Oregon City city,1940,17911,Concrete Continuous,Tee Beam,11,336,Partial Viaduct         ,OR 99E (Hwy 81)   ,Poor,83,5511.1,45.35968,-122.60654,0,33.1
41,Oregon,07043A002 01008,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1990,102033,Prestressed Concrete,Stringer/Multi-beam or Girder,3,171.6,122nd Ave               ,Hwy 002           ,Fair,33,23981.8,45.54646,-122.53738,12,91.5
41,Oregon,09403 064 00913,State Highway Agency,5,Clackamas County,80150,80150,West Linn city,1970,86557,Steel Continuous,Box Beam or Girders - Multiple,3,2716.9,Willamette River        ,Hwy 064           ,Good,53,280777.9,45.364162,-122.60513,0,430.1
41,Oregon,08700B227 00197,State Highway Agency,39,Lane County,23850,23850,Eugene city,1961,30492,Steel,Stringer/Multi-beam or Girder,1,344.2,COBURG ROAD             ,I-105 (HWY 227) CO,Fair,62,9258.9,44.063187,-123.07885,0,106
41,Oregon,07663C001 12892,State Highway Agency,19,Douglas County,0,0,No Place Code,1955,13758,Steel,Truss - Deck,5,1637.1,"N UMPQUA,CORP,CR,& CORP ",I-5 (HWY 001) NB  ,Fair,68,57471.7,43.282326,-123.35582,0,140.1
41,Oregon,13540 064 01743,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1974,65631,Prestressed Concrete,Stringer/Multi-beam or Girder,3,268,Pedestrian Path         ,Hwy 064 NB        ,Fair,49,20226.4,45.472916,-122.565285,39,91.9
41,Oregon,09711 064 01680,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1974,63117,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,362.9,92nd Ave                ,Hwy 064 NB        ,Fair,49,27381.2,45.46405,-122.5686,55,174.9
41,Oregon,07663A001 12892,State Highway Agency,19,Douglas County,0,0,No Place Code,1964,13758,Steel,Truss - Deck,5,1622.4,"N UMPQUA,CORP,CR,& CORP ",I-5 (HWY 001) SB  ,Fair,59,56953.4,43.282185,-123.35597,45,142.1
41,Oregon,02374 01E 01229,State Highway Agency,5,Clackamas County,55200,55200,Oregon City city,1940,17409,Concrete Continuous,Tee Beam,8,371.7,Willamette River        ,OR 99E (Hwy 81)   ,Fair,83,22927.5,45.359184,-122.60753,0,69.9
41,Oregon,09711A064 01680,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1974,63117,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,358.9,92nd Ave                ,Hwy 064 SB        ,Fair,49,27084.1,45.464695,-122.568565,55,174.9
41,Oregon,13540A064 01743,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1974,65631,Prestressed Concrete,Stringer/Multi-beam or Girder,3,268,Pedestrian Path         ,Hwy 064 SB        ,Fair,49,21809.4,45.47266,-122.56573,39,91.9
41,Oregon,07584A001 16445,State Highway Agency,19,Douglas County,0,0,No Place Code,1981,24529,Concrete Continuous,Slab,3,125,COMSTOCK CEMETERY RD    ,I-5 (HWY 001)     ,Fair,42,11441.9,43.73366,-123.19704,25,49.9
41,Oregon,20213 001 13046,State Highway Agency,19,Douglas County,0,0,No Place Code,2005,13758,Prestressed Concrete Continuous,Slab,2,141.4,I-5 @ CORP              ,I-5 (HWY 001) NB  ,Fair,18,6355.8,43.303608,-123.34896,40,78.4
41,Oregon,08700A227 00196,State Highway Agency,39,Lane County,23850,23850,Eugene city,1964,51396,Steel Continuous,Stringer/Multi-beam or Girder,2,476,COBURG ROAD             ,I-105 (HWY 227)   ,Fair,59,32173.9,44.062344,-123.08028,42,136.2
41,Oregon,20212 001 13046,State Highway Agency,19,Douglas County,0,0,No Place Code,2007,13758,Prestressed Concrete Continuous,Slab,2,141.4,I-5 @ CORP              ,I-5 (HWY 001) SB  ,Fair,16,6355.8,43.30344,-123.349396,40,78.4
41,Oregon,07718 001 13228,State Highway Agency,19,Douglas County,0,0,No Place Code,1954,27668,Concrete Continuous,Culvert,2,21,CREEK                   ,I-5 (HWY 001)     ,Fair,69,1680.9,43.32902,-123.34069,0,9.8
41,Oregon,20571 001C12922,State Highway Agency,19,Douglas County,0,0,No Place Code,2008,2546,Prestressed Concrete,Stringer/Multi-beam or Girder,1,174.9,"I-5 (001), WINCHESTER   ",DEL RIO RD (CO)   ,Good,15,18703.1,43.289726,-123.354836,0,174.9
41,Oregon,09712B064 01624,State Highway Agency,5,Clackamas County,0,0,No Place Code,1974,126234,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,363.8,Hwy 064                 ,Johnson Creek Blvd,Fair,49,34856.5,45.456764,-122.57287,5,172.9
41,Oregon,00357 003 01143,State Highway Agency,5,Clackamas County,55200,80150,West Linn city,1922,11862,Steel,Arch - Thru,1,765.1,WILLAMETTE RIVER        ,HWY 3             ,Fair,101,23344.3,45.35896,-122.60959,0,339.9
41,Oregon,09403A064 01140,State Highway Agency,5,Clackamas County,80150,80150,West Linn city,1970,7416,Steel Continuous,Stringer/Multi-beam or Girder,6,615.2,WEST BRIDGE PARK        ,HWY 064 CONN      ,Fair,53,17155,45.362946,-122.60832,0,129.9
41,Oregon,17077 064C01617,State Highway Agency,5,Clackamas County,0,0,No Place Code,1990,63117,Concrete,Slab,1,40,Bikepath                ,Hwy 064 Conn      ,Fair,33,1470.8,45.45633,-122.57382,36,40
41,Oregon,13538 064 01780,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1978,65631,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,424.9,Woodstock and Foster Rd ,Hwy 064 NB        ,Fair,45,27042.1,45.478664,-122.56558,23,154.9
41,Oregon,20337 001 13200,State Highway Agency,19,Douglas County,0,0,No Place Code,2006,13758,Prestressed Concrete,Slab,1,80.1,WILBUR-UMPQUA RD        ,I-5 (HWY 001) NB  ,Fair,17,3624.4,43.325172,-123.343285,30,80.1
41,Oregon,07629A001 13200,State Highway Agency,19,Douglas County,0,0,No Place Code,1965,13758,Concrete Continuous,Slab,3,115.2,I-5 @ WILBUR-UMPQUA RD  ,I-5 (HWY 001) SB  ,Fair,58,4836,43.325306,-123.34344,33,45.9
41,Oregon,17076 064C01628,State Highway Agency,5,Clackamas County,0,0,No Place Code,1990,63117,Concrete,Slab,1,40,Bikepath                ,Hwy 064 Conn      ,Fair,33,1470.8,45.45728,-122.57376,30,40
41,Oregon,13538A064 01780,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1978,65631,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,421.9,Woodstock and Foster Rd ,Hwy 064 SB        ,Fair,45,26854.2,45.478695,-122.566,22,153.9
41,Oregon,09403C064C00910,State Highway Agency,5,Clackamas County,80150,80150,West Linn city,1970,48218,Steel Continuous,Stringer/Multi-beam or Girder,5,509.8,HWY 64 SB TO HWY 3      ,I-205 (HWY 064) CO,Fair,53,16058,45.36358,-122.60877,0,120.1
41,Oregon,20214 001 13147,State Highway Agency,19,Douglas County,0,0,No Place Code,2006,13758,Prestressed Concrete Continuous,Slab,3,210,I-5 @ CO RD SUTHERLIN CR,I-5 (HWY 001) NB  ,Fair,17,9437.8,43.317905,-123.34661,19,76.1
41,Oregon,20215 001 13147,State Highway Agency,19,Douglas County,0,0,No Place Code,2005,13758,Prestressed Concrete,Box Beam or Girders - Multiple,1,240.2,I-5 @ CO RD SUTHERLIN CR,I-5 (HWY 001) SB  ,Fair,18,10794.5,43.31797,-123.346794,33,109.9
41,Oregon,09059 123 01243,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1962,15421,Concrete Continuous,Slab,4,131.9,NE 122nd Ave            ,Hwy 123           ,Fair,61,8437.8,45.557182,-122.53772,20,37.4
41,Oregon,13537 064 01811,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1978,131262,Prestressed Concrete,Box Beam or Girders - Multiple,1,109.9,Harold St               ,Hwy 064           ,Fair,45,17813.2,45.482746,-122.56598,4,109.9
41,Oregon,09285 001C13514,State Highway Agency,19,Douglas County,71650,71650,Sutherlin city,1965,2274,Prestressed Concrete,Stringer/Multi-beam or Girder,3,198.2,I-5 (HWY 001)           ,DEADY INTX        ,Fair,58,6891.5,43.36775,-123.330414,0,88.9
41,Oregon,08965E227 00171,State Highway Agency,39,Lane County,23850,23850,Eugene city,1963,51396,Prestressed Concrete,Stringer/Multi-beam or Girder,3,165,COUNTY CLUB ROAD        ,I-105 (HWY 227)   ,Fair,60,13481.5,44.061268,-123.08461,13,55.1
41,Oregon,09703 064 00869,State Highway Agency,5,Clackamas County,80150,80150,West Linn city,1970,10000,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,374,Hwy 064                 ,Broadway St Co    ,Fair,53,22578.4,45.3619,-122.61191,17,146
41,Oregon,07569A001 16206,State Highway Agency,19,Douglas County,0,0,No Place Code,1953,24084,Concrete Continuous,Tee Beam,3,89.9,BUCK CR RD              ,I-5 (HWY 001)     ,Fair,70,7668.2,43.706738,-123.21193,21,36.1
41,Oregon,09704 064 00864,State Highway Agency,5,Clackamas County,80150,80150,West Linn city,1970,86557,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,240.2,Hwy 064                 ,West A St         ,Fair,53,14497.7,45.36144,-122.612785,9,120.4
41,Oregon,13533 064 01862,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1978,148453,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,294.9,Hwy 064                 ,Holgate Blvd      ,Fair,45,24869.2,45.48999,-122.56605,2,133.9
41,Oregon,21161 001 16343,State Highway Agency,19,Douglas County,0,0,No Place Code,2009,24529,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,180.1,BEAR CREEK              ,I-5 (HWY 001)     ,Fair,14,17078.1,43.72145,-123.20875,34,89.9
41,Oregon,02012 160 02691,State Highway Agency,47,Marion County,0,0,No Place Code,1934,5158,Steel,Stringer/Multi-beam or Girder,1,167,Abiqua Creek            ,OR 213 (HWY 160)  ,Poor,89,4492.6,45.027912,-122.73735,0,60
41,Oregon,13531 064 01912,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1979,148453,Concrete Continuous,Box Beam or Girders - Multiple,3,211.9,Hwy 026                 ,Hwy 064           ,Fair,44,31707.9,45.497368,-122.56543,4,111.9
41,Oregon,09724 064 00828,State Highway Agency,5,Clackamas County,80150,80150,West Linn city,1970,5357,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,238.8,Hwy 064                 ,Sunset Ave.       ,Fair,53,14418.5,45.35753,-122.61765,47,126
41,Oregon,02013 160 02720,State Highway Agency,47,Marion County,0,0,No Place Code,1934,5158,Concrete Continuous,Slab,2,24,Abiqua Creek Oflow      ,OR 213 (HWY 160)  ,Fair,89,644.3,45.02468,-122.740875,0,12.1
41,Oregon,07639A001 15181,State Highway Agency,19,Douglas County,0,0,No Place Code,1953,156,Concrete Continuous,Tee Beam,5,230,I-5 (HWY 001)           ,WILSON RD         ,Fair,70,7017.3,43.58016,-123.26174,0,55.1
41,Oregon,08171N001 20050,State Highway Agency,39,Lane County,0,0,No Place Code,1960,18109,Concrete Continuous,Tee Beam,3,126,MUDDY CREEK             ,I-5 (HWY 001) NB  ,Fair,63,5332,44.15631,-123.056625,45,42
41,Oregon,09327 069 01098,State Highway Agency,39,Lane County,23850,23850,Eugene city,1964,5883,Prestressed Concrete,Stringer/Multi-beam or Girder,3,188,HWY 69                  ,GILHAM ROAD       ,Fair,59,7894.7,44.088078,-123.08125,3,89.9
41,Oregon,01162A016 01189,State Highway Agency,43,Linn County,0,0,No Place Code,1950,9867,Concrete Continuous,Stringer/Multi-beam or Girder,3,92.8,Mt. States Power Canal  ,US 20 (Hwy 16)    ,Fair,73,3289.9,44.558598,-122.9117,45,30.8
41,Oregon,08171S001 20050,State Highway Agency,39,Lane County,0,0,No Place Code,1960,18109,Concrete Continuous,Tee Beam,3,126,MUDDY CREEK             ,I-5 (HWY 001) SB  ,Fair,63,5332,44.156498,-123.05706,45,42
41,Oregon,13528 064 01962,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1979,148453,Concrete Continuous,Box Beam or Girders - Multiple,3,202.1,Division St             ,Hwy 064           ,Fair,44,30235.4,45.50443,-122.56531,1,106
41,Oregon,07470B045 05695,State Highway Agency,19,Douglas County,0,0,No Place Code,1981,4283,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,223.1,I-5 (HWY 001)           ,OR 38 (HWY 045)   ,Fair,42,11345.2,43.708523,-123.217316,13,123
41,Oregon,07508A234 00010,State Highway Agency,19,Douglas County,0,0,No Place Code,1976,418,Concrete Continuous,Box Beam or Girders - Multiple,4,341.9,I-5 (HWY 001)           ,OR 99             ,Fair,47,10094.4,43.436398,-123.31372,0,70.9
41,Oregon,13528A064C01963,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1979,148453,Prestressed Concrete,Box Beam or Girders - Multiple,1,115.2,TriMet & Conn SB        ,Division St       ,Fair,44,9029.7,45.504436,-122.566414,0,115.2
41,Oregon,16302 064 01982,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1978,133422,Concrete,Frame,1,39.4,Light Rail              ,I-205 (HWY 064)   ,Fair,45,17721.7,45.507904,-122.56517,55,34.4
41,Oregon,13527 064 02005,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1978,133422,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,308.1,Hwy 064                 ,Market St         ,Fair,45,17991,45.51081,-122.56542,6,180.1
41,Oregon,07562A001 13911,State Highway Agency,19,Douglas County,0,0,No Place Code,1979,21625,Prestressed Concrete,Stringer/Multi-beam or Girder,2,190.9,I-5(HWY 001)@ GREEN VLLY,GREEN VALLEY ROAD ,Fair,44,6640.5,43.421154,-123.321434,11,99.1
41,Oregon,07470C045 05674,State Highway Agency,19,Douglas County,0,0,No Place Code,1981,4283,Prestressed Concrete,Stringer/Multi-beam or Girder,1,104,BUCK CREEK ROAD         ,OR 38 (HWY 045)   ,Fair,42,5971.3,43.707615,-123.22089,15,104
41,Oregon,00805C035 07252,State Highway Agency,19,Douglas County,83400,83400,Winston city,1949,8148,Concrete Continuous,Tee Beam,3,182.1,LOWER LOOKINGGLASS CRK  ,OR 42 (HWY 035)   ,Fair,74,5615.5,43.117725,-123.42862,0,69.9
41,Oregon,07164 01E 01386,State Highway Agency,5,Clackamas County,55200,55200,Oregon City city,1949,7876,Concrete Continuous,Tee Beam,14,396,Hillside                ,OR 99E(Hwy81) SB  ,Fair,74,4937,45.34499,-122.62877,0,35.1
41,Oregon,20239 001 13871,State Highway Agency,19,Douglas County,0,0,No Place Code,2006,21625,Prestressed Concrete,Stringer/Multi-beam or Girder,3,279.9,CALAPOOYA CREEK         ,I-5 (HWY 001)     ,Fair,17,25983.9,43.416,-123.32541,0,137.5
41,Oregon,13514F002 00694,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1979,52667,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,4,508.9,Hwy064 Conns            ,Hwy 002 WB        ,Fair,44,23205.8,45.547512,-122.55441,0,169.9
41,Oregon,13523 064 02057,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1978,59691,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,254.9,Hwy 064                 ,Washington St     ,Fair,45,16476.2,45.518326,-122.56539,0,134.8
41,Oregon,20240 001 13860,State Highway Agency,19,Douglas County,0,0,No Place Code,2006,21625,Prestressed Concrete,Slab,1,60,I-5 @ STERNS LANE       ,I-5 (HWY 001)     ,Fair,17,5574.5,43.41463,-123.32648,0,60
41,Oregon,13522 064 02062,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1979,59691,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,266.1,Hwy 064                 ,Stark St          ,Fair,44,13967.2,45.51904,-122.56539,0,137.1
41,Oregon,09600 01WC12352,State Highway Agency,39,Lane County,23850,23850,Eugene city,1973,8100,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,290,WASHINGTON STREET       ,I-105 (HWY 227) EB,Fair,50,8563.8,44.053783,-123.100334,0,125
41,Oregon,08170 001 20128,State Highway Agency,39,Lane County,0,0,No Place Code,1960,975,Prestressed Concrete,Stringer/Multi-beam or Girder,4,238.8,I-5 (HWY 001)           ,WILKINS ROAD      ,Fair,63,6895.8,44.167553,-123.05972,11,76.4
41,Oregon,16188 064 02525,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1982,133470,Prestressed Concrete,Box Beam or Girders - Multiple,17,3115.2,Columbia R./So. Channel ,Hwy 064 (I-205)   ,Fair,41,424143.4,45.57681,-122.544815,37,200.1
41,Oregon,09324 069 01064,State Highway Agency,39,Lane County,23850,23850,Eugene city,1964,5712,Prestressed Concrete,Stringer/Multi-beam or Girder,3,206,HWY 69                  ,NORKENZIE ROAD    ,Fair,59,8652.5,44.089016,-123.08819,14,91.9
41,Oregon,13521 064 02087,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1978,119382,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,438,Hwy 064                 ,Burnside St       ,Fair,45,30751.4,45.522667,-122.565254,0,176.8
41,Oregon,20216 001 13652,State Highway Agency,19,Douglas County,0,71650,Sutherlin city,2005,22567,Concrete,Slab,1,96.5,OR 138 (HWY 231)        ,I-5 (HWY 001)     ,Fair,18,10411.5,43.38636,-123.3378,4,96.5
41,Oregon,13514L002 00683,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1979,22955,Prestressed Concrete,Stringer/Multi-beam or Girder,2,240.2,Hwy 002 and Hwy 064 Conn,RR Service Rd Conn,Fair,44,3230.5,45.54749,-122.55637,0,120.1
41,Oregon,07471A045 05655,State Highway Agency,19,Douglas County,0,0,No Place Code,1981,4283,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,330.1,CORP                    ,OR 38 (HWY 045)   ,Fair,42,15701.3,43.707508,-123.22475,40,149.9
41,Oregon,09600E227 00026,State Highway Agency,39,Lane County,23850,23850,Eugene city,1973,25486,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,6,1211.9,"HWY 1W, CITY STS. & SPRR",I-105 (HWY 227) EB,Fair,50,47714.2,44.05538,-123.100845,0,166
41,Oregon,09600C227C00022,State Highway Agency,39,Lane County,23850,23850,Eugene city,1973,16800,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,305.1,JEFFERSON STREET        ,I-105 (HWY 227)CON,Fair,50,9009.4,44.054,-123.1018,0,125
41,Oregon,07640 001 15079,State Highway Agency,19,Douglas County,0,0,No Place Code,1954,10066,Concrete Continuous,Tee Beam,3,167,CORP                    ,I-5 (HWY 001) NB  ,Fair,69,7451.2,43.568367,-123.274536,45,64
41,Oregon,13516G064C02119,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1985,62704,Prestressed Concrete Continuous,Box Beam or Girders - Single or Spread,3,278.9,OXING HWY 64 CONN NO 1  ,GLISAN ST ON RAMP ,Fair,38,10430.2,45.527283,-122.564606,0,128.9
41,Oregon,02163A002 00673,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1936,45910,Steel,Stringer/Multi-beam or Girder,1,649,Hwy 002                 ,102nd Ave         ,Fair,87,42794.9,45.545616,-122.55784,0,122
41,Oregon,07640A001 15079,State Highway Agency,19,Douglas County,0,0,No Place Code,1963,10066,Concrete Continuous,Tee Beam,5,210,CORP                    ,I-5 (HWY 001) SB  ,Fair,60,8680,43.568653,-123.27457,43,64
41,Oregon,09600W227 00026,State Highway Agency,39,Lane County,23850,23850,Eugene city,1973,25486,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,6,1211.9,"HWY 1W, CITY STS. & SPRR",I-105 (HWY 227) WB,Fair,50,62426.1,44.055687,-123.101364,0,166
41,Oregon,13520 064 02112,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1978,125408,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,308.1,Hwy 064                 ,Glisan St         ,Fair,45,29614.4,45.52632,-122.56526,4,176.8
41,Oregon,R2163A002 00659,State Highway Agency,51,Multnomah County,0,59000,Portland city,1954,25587,Concrete Continuous,Tee Beam,8,359.9,UPRR Overcrossing       ,102nd to Hwy002 WB,Fair,69,8265.6,45.54559,-122.55814,0,44.9
41,Oregon,09600L227 00028,State Highway Agency,39,Lane County,23850,23850,Eugene city,1973,50973,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,6,1025.9,"HWY 1W, CITY STS. & SPRR",I-105 (HWY 227) WB,Fair,50,102995.7,44.058,-123.1011,0,166
41,Oregon,13514E002C00676,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1977,74558,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,4,461.3,Hy2 Con 2&3/Hy64 Con 1&2,102nd Ave         ,Fair,46,30722.1,45.5473,-122.55777,2,125
41,Oregon,13514H002 00660,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1981,45910,Concrete,Frame,1,39.4,Connector #1            ,Hwy 002           ,Fair,42,20434.2,45.544315,-122.55913,60,32.8
41,Oregon,13507 064 02475,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1981,66735,Prestressed Concrete,Box Beam or Girders - Multiple,1,198.2,AIRPORT WAY             ,I-205 (HWY 064) NB,Fair,42,14888.2,45.57095,-122.54957,4,160.1
41,Oregon,09831 171 00264,State Highway Agency,5,Clackamas County,48650,48650,Milwaukie city,1969,27442,Prestressed Concrete,Stringer/Multi-beam or Girder,1,80.1,MT SCOTT CREEK          ,OR 224 (HWY 171)  ,Good,54,9481.3,45.428417,-122.60259,19,80.1
41,Oregon,13507B064C02479,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1981,66735,Prestressed Concrete Continuous,Box Beam or Girders - Single or Spread,7,1105,I-205 & Airport Way     ,Hwy 064 (I-205 Co),Fair,42,41328.2,45.57143,-122.54968,0,169.9
41,Oregon,13507A064 02475,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1981,66735,Prestressed Concrete,Box Beam or Girders - Multiple,1,198.2,Airport Way             ,Hwy 064 (I-205 SB),Fair,42,14888.2,45.571125,-122.54989,4,160.1
41,Oregon,13514B002C00672,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1979,22955,Prestressed Concrete,Box Beam or Girders - Multiple,1,144,Hwy 064 Connector #1    ,Hwy 002 Connector ,Fair,44,4819.9,45.545807,-122.55961,0,144
41,Oregon,13516A064 02159,State Highway Agency,51,Multnomah County,59000,59000,Portland city,1978,125408,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,3,426.5,Oxing Hwy 2 & UPRR      ,Hwy 064 (I-205)   ,Fair,45,66327.1,45.53252,-122.56477,43,160.1
